example_id,model,method,warning_type,details
4608,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4608,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4609,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4610,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4610,XLM-R,IG,word_reconstruction_fail,"overlap=0.14, original_words=7, reconstructed=13"
4611,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4611,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=3, reconstructed=6"
4612,XLM-R,IG,token_count_mismatch,"tokens=66, attributions=0"
4613,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4613,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=6, reconstructed=15"
4614,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4615,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4615,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=12"
4616,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4616,XLM-R,IG,word_reconstruction_fail,"overlap=0.17, original_words=6, reconstructed=13"
4617,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4618,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4619,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4620,XLM-R,IG,token_count_mismatch,"tokens=100, attributions=0"
4621,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4622,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4623,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4624,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4625,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4626,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
4627,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
4628,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4629,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4629,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
4630,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4630,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=9"
4631,XLM-R,IG,token_count_mismatch,"tokens=46, attributions=0"
4632,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4632,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=3"
4633,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4633,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=12"
4634,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4635,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4636,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4637,XLM-R,IG,token_count_mismatch,"tokens=34, attributions=0"
4638,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4639,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4639,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=10"
4640,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4641,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4642,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4643,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4643,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=8"
4644,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4644,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
4645,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4645,XLM-R,IG,word_reconstruction_fail,"overlap=0.18, original_words=11, reconstructed=24"
4646,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4646,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=13"
4647,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4647,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4648,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4649,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4650,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4650,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=3"
4651,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4652,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4652,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=12"
4653,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4654,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
4655,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4656,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4656,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=14"
4657,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4658,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4658,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=11, reconstructed=22"
4659,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4659,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=10"
4660,XLM-R,IG,token_count_mismatch,"tokens=33, attributions=0"
4660,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=16, reconstructed=24"
4661,XLM-R,IG,token_count_mismatch,"tokens=38, attributions=0"
4662,XLM-R,IG,token_count_mismatch,"tokens=77, attributions=0"
4662,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=35, reconstructed=54"
4663,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4664,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4665,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4666,XLM-R,IG,token_count_mismatch,"tokens=26, attributions=0"
4666,XLM-R,IG,word_reconstruction_fail,"overlap=0.27, original_words=11, reconstructed=19"
4667,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4668,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4668,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=4"
4669,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4669,XLM-R,IG,word_reconstruction_fail,"overlap=0.17, original_words=12, reconstructed=20"
4670,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4670,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=8, reconstructed=14"
4671,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
4672,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4672,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=12"
4673,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4674,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4674,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=3"
4675,XLM-R,IG,token_count_mismatch,"tokens=55, attributions=0"
4675,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=25, reconstructed=43"
4676,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
4676,XLM-R,IG,word_reconstruction_fail,"overlap=0.14, original_words=7, reconstructed=19"
4677,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4678,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4679,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4679,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=10"
4680,XLM-R,IG,token_count_mismatch,"tokens=123, attributions=0"
4681,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4681,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=3"
4682,XLM-R,IG,token_count_mismatch,"tokens=34, attributions=0"
4682,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=15, reconstructed=26"
4683,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4683,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=4"
4684,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4684,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
4685,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4686,XLM-R,IG,token_count_mismatch,"tokens=36, attributions=0"
4687,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
4687,XLM-R,IG,word_reconstruction_fail,"overlap=0.22, original_words=9, reconstructed=16"
4688,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4689,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4689,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=7"
4690,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4691,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4692,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4693,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4694,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4695,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4696,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4697,XLM-R,IG,token_count_mismatch,"tokens=127, attributions=0"
4698,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4699,XLM-R,IG,token_count_mismatch,"tokens=69, attributions=0"
4700,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4701,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4702,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4702,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=5"
4703,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4704,XLM-R,IG,token_count_mismatch,"tokens=48, attributions=0"
4704,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=16, reconstructed=33"
4705,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4706,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4707,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4708,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4709,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4710,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4710,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=12"
4711,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4712,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4713,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4713,XLM-R,IG,word_reconstruction_fail,"overlap=0.17, original_words=6, reconstructed=14"
4714,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4715,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4716,XLM-R,IG,token_count_mismatch,"tokens=88, attributions=0"
4716,XLM-R,IG,word_reconstruction_fail,"overlap=0.42, original_words=36, reconstructed=53"
4717,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4717,XLM-R,IG,word_reconstruction_fail,"overlap=0.46, original_words=13, reconstructed=19"
4718,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4719,XLM-R,IG,token_count_mismatch,"tokens=99, attributions=0"
4720,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
4720,XLM-R,IG,word_reconstruction_fail,"overlap=0.31, original_words=16, reconstructed=32"
4721,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4722,XLM-R,IG,token_count_mismatch,"tokens=50, attributions=0"
4723,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4723,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=9"
4724,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4724,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=12"
4725,XLM-R,IG,token_count_mismatch,"tokens=59, attributions=0"
4726,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4727,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4728,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4729,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4729,XLM-R,IG,word_reconstruction_fail,"overlap=0.30, original_words=10, reconstructed=19"
4730,XLM-R,IG,token_count_mismatch,"tokens=49, attributions=0"
4731,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4732,XLM-R,IG,token_count_mismatch,"tokens=70, attributions=0"
4733,XLM-R,IG,token_count_mismatch,"tokens=69, attributions=0"
4733,XLM-R,IG,word_reconstruction_fail,"overlap=0.42, original_words=33, reconstructed=54"
4734,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4734,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=15, reconstructed=26"
4735,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4736,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
4737,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4738,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4738,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=4"
4739,XLM-R,IG,token_count_mismatch,"tokens=43, attributions=0"
4739,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=16, reconstructed=32"
4740,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4740,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4741,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4742,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4743,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4743,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=10"
4744,XLM-R,IG,token_count_mismatch,"tokens=45, attributions=0"
4745,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4745,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=13"
4746,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4747,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4748,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
4748,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=15"
4749,XLM-R,IG,token_count_mismatch,"tokens=33, attributions=0"
4750,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4750,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=5, reconstructed=11"
4751,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4751,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=17"
4752,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
4752,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=10, reconstructed=16"
4753,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4754,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4755,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4756,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
4757,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4758,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4758,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=4"
4759,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
4760,XLM-R,IG,token_count_mismatch,"tokens=22, attributions=0"
4761,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4761,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=4"
4762,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4763,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4764,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4764,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=13"
4765,XLM-R,IG,token_count_mismatch,"tokens=39, attributions=0"
4766,XLM-R,IG,token_count_mismatch,"tokens=43, attributions=0"
4767,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4768,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4769,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4769,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=13, reconstructed=25"
4770,XLM-R,IG,token_count_mismatch,"tokens=59, attributions=0"
4770,XLM-R,IG,word_reconstruction_fail,"overlap=0.39, original_words=28, reconstructed=45"
4771,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4771,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
4772,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4772,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=13, reconstructed=22"
4773,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
4774,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4775,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4776,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4777,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4778,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4778,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4779,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4779,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=3"
4780,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4780,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=6"
4781,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4781,XLM-R,IG,word_reconstruction_fail,"overlap=0.31, original_words=13, reconstructed=24"
4782,XLM-R,IG,token_count_mismatch,"tokens=12, attributions=0"
4783,XLM-R,IG,token_count_mismatch,"tokens=28, attributions=0"
4784,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4785,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4785,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4786,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4787,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4788,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4788,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=11"
4789,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4790,XLM-R,IG,token_count_mismatch,"tokens=5, attributions=0"
4791,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4791,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=4, reconstructed=10"
4792,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4793,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4793,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
4794,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4795,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4796,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4796,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=14"
4797,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4797,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=4"
4798,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4798,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=7"
4799,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4799,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=6"
4800,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4801,XLM-R,IG,token_count_mismatch,"tokens=19, attributions=0"
4801,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=15"
4802,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4803,XLM-R,IG,token_count_mismatch,"tokens=24, attributions=0"
4804,XLM-R,IG,token_count_mismatch,"tokens=40, attributions=0"
4805,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4806,XLM-R,IG,token_count_mismatch,"tokens=20, attributions=0"
4806,XLM-R,IG,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=12"
4807,XLM-R,IG,token_count_mismatch,"tokens=17, attributions=0"
4807,XLM-R,IG,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=13"
4808,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4809,XLM-R,IG,token_count_mismatch,"tokens=34, attributions=0"
4809,XLM-R,IG,word_reconstruction_fail,"overlap=0.20, original_words=10, reconstructed=19"
4810,XLM-R,IG,token_count_mismatch,"tokens=32, attributions=0"
4810,XLM-R,IG,word_reconstruction_fail,"overlap=0.41, original_words=17, reconstructed=26"
4811,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4812,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4813,XLM-R,IG,token_count_mismatch,"tokens=53, attributions=0"
4814,XLM-R,IG,token_count_mismatch,"tokens=128, attributions=0"
4815,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4816,XLM-R,IG,token_count_mismatch,"tokens=42, attributions=0"
4817,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4817,XLM-R,IG,word_reconstruction_fail,"overlap=0.45, original_words=11, reconstructed=18"
4818,XLM-R,IG,token_count_mismatch,"tokens=43, attributions=0"
4819,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4820,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4821,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4822,XLM-R,IG,token_count_mismatch,"tokens=50, attributions=0"
4823,XLM-R,IG,token_count_mismatch,"tokens=6, attributions=0"
4823,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=2"
4824,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4825,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4826,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4827,XLM-R,IG,token_count_mismatch,"tokens=37, attributions=0"
4828,XLM-R,IG,token_count_mismatch,"tokens=14, attributions=0"
4829,XLM-R,IG,token_count_mismatch,"tokens=53, attributions=0"
4830,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4830,XLM-R,IG,word_reconstruction_fail,"overlap=0.42, original_words=12, reconstructed=16"
4831,XLM-R,IG,token_count_mismatch,"tokens=15, attributions=0"
4832,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4832,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=14, reconstructed=23"
4833,XLM-R,IG,token_count_mismatch,"tokens=23, attributions=0"
4834,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4834,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=9"
4835,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4836,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4837,XLM-R,IG,token_count_mismatch,"tokens=46, attributions=0"
4837,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=21, reconstructed=36"
4838,XLM-R,IG,token_count_mismatch,"tokens=10, attributions=0"
4838,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
4839,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4839,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=3"
4840,XLM-R,IG,token_count_mismatch,"tokens=7, attributions=0"
4840,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=1, reconstructed=3"
4841,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4842,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4843,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4844,XLM-R,IG,token_count_mismatch,"tokens=9, attributions=0"
4844,XLM-R,IG,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=5"
4845,XLM-R,IG,token_count_mismatch,"tokens=16, attributions=0"
4846,XLM-R,IG,token_count_mismatch,"tokens=38, attributions=0"
4847,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4848,XLM-R,IG,token_count_mismatch,"tokens=18, attributions=0"
4849,XLM-R,IG,token_count_mismatch,"tokens=52, attributions=0"
4849,XLM-R,IG,word_reconstruction_fail,"overlap=0.48, original_words=21, reconstructed=32"
4850,XLM-R,IG,token_count_mismatch,"tokens=43, attributions=0"
4850,XLM-R,IG,word_reconstruction_fail,"overlap=0.45, original_words=20, reconstructed=31"
4851,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4852,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4852,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=4"
4853,XLM-R,IG,token_count_mismatch,"tokens=8, attributions=0"
4853,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=5"
4854,XLM-R,IG,token_count_mismatch,"tokens=21, attributions=0"
4854,XLM-R,IG,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=16"
4855,XLM-R,IG,token_count_mismatch,"tokens=31, attributions=0"
4855,XLM-R,IG,word_reconstruction_fail,"overlap=0.40, original_words=15, reconstructed=22"
4856,XLM-R,IG,token_count_mismatch,"tokens=36, attributions=0"
4856,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=17, reconstructed=28"
4857,XLM-R,IG,token_count_mismatch,"tokens=56, attributions=0"
4857,XLM-R,IG,word_reconstruction_fail,"overlap=0.46, original_words=24, reconstructed=29"
4858,XLM-R,IG,token_count_mismatch,"tokens=11, attributions=0"
4858,XLM-R,IG,word_reconstruction_fail,"overlap=0.00, original_words=4, reconstructed=8"
4859,XLM-R,IG,token_count_mismatch,"tokens=46, attributions=0"
4859,XLM-R,IG,word_reconstruction_fail,"overlap=0.41, original_words=27, reconstructed=34"
4860,XLM-R,IG,token_count_mismatch,"tokens=30, attributions=0"
4860,XLM-R,IG,word_reconstruction_fail,"overlap=0.44, original_words=16, reconstructed=22"
4861,XLM-R,IG,token_count_mismatch,"tokens=25, attributions=0"
4861,XLM-R,IG,word_reconstruction_fail,"overlap=0.36, original_words=11, reconstructed=22"
4862,XLM-R,IG,token_count_mismatch,"tokens=13, attributions=0"
4862,XLM-R,IG,word_reconstruction_fail,"overlap=0.29, original_words=7, reconstructed=8"
4863,XLM-R,IG,token_count_mismatch,"tokens=36, attributions=0"
4864,XLM-R,IG,token_count_mismatch,"tokens=4, attributions=0"
